,Symbol,Price,Market_Cap,Weight,Ideal_Alloc,Num_Stocks,Port_Alloc,Port_Weight,Final_Diff
226,CRWD,200.49,44361167032.0,0.0011744818323118004,117.44818323118004,1.0,200.49,0.0020045684443793,-83.04181676881997
227,LVS,57.95,44263839960.0,0.0011719050543435013,117.19050543435013,2.0,115.9,0.0011588083331017052,1.2905054343501234
228,DASH,139.19,44214611158.0,0.0011706016996879808,117.06016996879808,1.0,139.19,0.0013916698178121339,-22.12983003120192
229,MRNA,111.73,44212690032.0,0.00117055083701381,117.05508370138101,1.0,111.73,0.0011171152291411,5.325083701381004
230,ROP,419.55,43999199058.0,0.0011648985675380165,116.48985675380165,0.0,0.0,0.0,116.48985675380165
231,PLTR,23.37,43887312182.0,0.0011619363122158937,116.19363122158937,5.0,116.85000000000001,0.0011683067620615552,-0.6563687784106378
232,GOLD,24.62,43777458378.0,0.0011590278833885981,115.9027883388598,5.0,123.10000000000001,0.001230796426271095,-7.1972116611402015
233,BX,63.0,43720379955.0,0.0011575167064896191,115.7516706489619,2.0,126.0,0.0012597916304643213,-10.248329351038095
234,TWTR,54.53,43370413197.0,0.0011482511793025737,114.82511793025738,2.0,109.06,0.0010904196445907849,5.765117930257375
235,PTON,145.96,42698032753.0,0.0011304496048915558,113.04496048915559,1.0,145.96,0.0014593586220839074,-32.91503951084442
236,CTSH,79.42,42461191159.0,0.0011241791172578984,112.41791172578984,1.0,79.42,0.0007940686610434634,32.997911725789834
237,COP,39.57,42261107939.0,0.001118881824094467,111.88818240944671,3.0,118.71000000000001,0.0011869036861303142,-6.8218175905532945
238,EPD,19.29,42107774085.0,0.0011148222414042407,111.48222414042407,6.0,115.74,0.0011572085976979407,-4.257775859575929
239,PINS,68.07,42072052877.0,0.001113876506369949,111.38765063699489,2.0,136.14,0.0013611748616778785,-24.752349363005095
240,NGG,59.72,42047623500.0,0.0011132297276357354,111.32297276357355,2.0,119.44,0.0011942024789099884,-8.117027236426452
241,STZ,216.74,42004275505.0,0.0011120820699882727,111.20820699882727,1.0,216.74,0.0021670415713241032,-105.53179300117274
242,IDXX,491.77,41947928381.0,0.0011105902545589517,111.05902545589517,0.0,0.0,0.0,111.05902545589517
243,SMFG,6.1,41908221861.0,0.0011095390065985298,110.95390065985298,18.0,109.8,0.0010978184208331942,1.1539006598529795
244,GD,145.94,41880715571.0,0.00110881076520993,110.88107652099299,1.0,145.94,0.001459158655158437,-35.05892347900701
245,KHC,34.23,41850391041.0,0.0011080079096508616,110.80079096508616,3.0,102.69,0.001026730178828422,8.110790965086167
246,ROST,117.07,41731135351.0,0.0011048505616666714,110.48505616666714,1.0,117.07,0.0011705063982417308,-6.584943833332858
247,TAL,69.22,41558802607.0,0.0011002879748259232,110.02879748259232,2.0,138.44,0.001384171058106989,-28.411202517407673
248,VEEV,274.26,41540951891.0,0.0010998153690980209,109.98153690980209,0.0,0.0,0.0,109.98153690980209
249,ALGN,526.46,41511577372.0,0.001099037665507096,109.9037665507096,0.0,0.0,0.0,109.9037665507096
250,DOCU,222.41,41492124132.0,0.0010985226322361471,109.85226322361471,1.0,222.41,0.0022237321946949975,-112.55773677638528
251,MET,46.08,41469627479.0,0.0010979270232383662,109.79270232383662,2.0,92.16,0.0009214475925681892,17.632702323836625
252,BAX,80.12,40926770048.0,0.0010835546288019205,108.35546288019205,1.0,80.12,0.0008010675034349319,28.235462880192046
253,CVNA,236.27,40586227638.0,0.0010745386154633137,107.45386154633137,0.0,0.0,0.0,107.45386154633137
254,AEP,81.54,40475602602.0,0.00107160976792224,107.16097679222399,1.0,81.54,0.0008152651551433394,25.620976792223985
255,MAR,124.77,40466868205.0,0.0010713785208365783,107.13785208365783,1.0,124.77,0.0012474936645478839,-17.632147916342163
256,EA,139.51,40437550234.0,0.0010706023143793651,107.06023143793651,1.0,139.51,0.0013948692886196622,-32.44976856206348
257,ROKU,317.9,40351514949.0,0.0010683244915462243,106.83244915462244,0.0,0.0,0.0,106.83244915462244
258,TRI,80.9,40216808015.0,0.0010647580649336128,106.47580649336128,1.0,80.9,0.0008088662135282825,25.57580649336127
259,KLAC,260.33,40210524160.0,0.0010645916970486323,106.45916970486323,0.0,0.0,0.0,106.45916970486323
260,EXC,41.17,40164318302.0,0.0010633683761939706,106.33683761939706,3.0,123.51,0.0012348957482432408,-17.173162380602946
261,DOW,54.04,40084265218.0,0.001061248934820602,106.12489348206022,2.0,108.08,0.001080621265242729,-1.9551065179397824
262,ERIC,12.04,40069120000.0,0.0010608479583680537,106.08479583680537,9.0,108.35999999999999,0.0010834208021993162,-2.2752041631946156
263,MTCH,149.92,39876207940.0,0.0010557405248882174,105.57405248882174,1.0,149.92,0.0014989520733270716,-44.34594751117825
264,TEL,120.3,39788331652.0,0.0010534139606733367,105.34139606733366,1.0,120.3,0.001202801056705221,-14.958603932666335
265,RKT,20.0,39689040960.0,0.0010507851949831206,105.07851949831206,5.0,100.0,0.000999834627352636,5.078519498312062
266,FCX,27.14,39430848946.0,0.0010439494453854544,104.39494453854545,4.0,108.56,0.0010854204714540216,-4.165055461454557
267,CEO,87.8,39200466280.0,0.0010378499607731273,103.78499607731273,1.0,87.8,0.0008778548028156143,15.98499607731273
268,U,144.08,39013552033.0,0.0010329013220877793,103.29013220877793,1.0,144.08,0.001440561731089678,-40.78986779122208
269,SNPS,254.7,38977376986.0,0.001031943571462015,103.19435714620151,0.0,0.0,0.0,103.19435714620151
270,BCE,43.0,38886092304.0,0.0010295267684843111,102.95267684843111,2.0,86.0,0.0008598577795232669,16.95267684843111
271,PSA,220.2,38495835668.0,0.0010191945486716428,101.91945486716428,0.0,0.0,0.0,101.91945486716428
272,APH,128.52,38447368599.0,0.001017911361239607,101.79113612396071,1.0,128.52,0.001284987463073608,-26.7288638760393
273,TRP,40.84,38392215475.0,0.0010164511574968491,101.64511574968492,3.0,122.52000000000001,0.0012249973854324497,-20.87488425031509
274,INFO,90.91,38337250096.0,0.0010149959243873354,101.49959243873354,1.0,90.91,0.0009089496597262814,10.589592438733547
275,LHX,180.44,37912615956.0,0.0010037535447076126,100.37535447076125,1.0,180.44,0.0018041016015950962,-80.06464552923875
276,DLR,135.29,37903547608.0,0.001003513456119154,100.3513456119154,1.0,135.29,0.001352676267345381,-34.938654388084586
277,CDNS,135.76,37867672560.0,0.0010025636481017293,100.25636481017294,1.0,135.76,0.0013573754900939384,-35.50363518982705
278,CM,84.52,37787297868.0,0.0010004356920120358,100.04356920120358,1.0,84.52,0.0008450602270384478,15.523569201203586
279,BIIB,242.95,37385533991.0,0.0009897988128227378,98.97988128227378,0.0,0.0,0.0,98.97988128227378
280,LBRDK,155.58,37322587634.0,0.000988132279734161,98.8132279734161,1.0,155.58,0.0015555427132352311,-56.76677202658391
281,LBRDA,154.54,37073098682.0,0.0009815269476139501,98.15269476139501,1.0,154.54,0.0015451444331107634,-56.38730523860498
282,BK,41.69,36943001710.0,0.0009780825718169258,97.80825718169258,2.0,83.38,0.0008336621122866278,14.428257181692587
283,CMG,1319.12,36909437973.0,0.000977193956796889,97.7193956796889,0.0,0.0,0.0,97.7193956796889
284,MCHP,137.18,36880267118.0,0.0009764216453018873,97.64216453018874,1.0,137.18,0.001371573141802346,-39.53783546981127
285,E,20.79,36839455551.0,0.0009753411407255516,97.53411407255516,5.0,103.94999999999999,0.001039328095133065,-6.415885927444833
286,SYY,72.31,36831723909.0,0.0009751364420291356,97.51364420291355,1.0,72.31,0.000722980419038691,25.20364420291355
287,FCAU,18.19,36822617506.0,0.000974895345917451,97.4895345917451,5.0,90.95,0.0009093495935772224,6.539534591745095
288,CHWY,88.9,36684288874.0,0.0009712330332227612,97.12330332227612,1.0,88.9,0.0008888529837164934,8.22330332227611
289,A,118.64,36404627765.0,0.0009638288796871309,96.38288796871309,1.0,118.64,0.0011862038018911672,-22.25711203128691
290,TTD,773.43,36323594682.0,0.0009616834923998429,96.16834923998428,0.0,0.0,0.0,96.16834923998428
291,MSCI,437.64,36278185306.0,0.0009604812587640563,96.04812587640563,0.0,0.0,0.0,96.04812587640563
292,ING,9.27,36158993342.0,0.0009573255979543535,95.73255979543535,10.0,92.69999999999999,0.0009268466995558934,3.032559795435361
293,GIS,59.03,36093102380.0,0.0009555811051251472,95.55811051251473,2.0,118.06,0.001180404761052522,-22.501889487485272
294,CTAS,343.6,36073097515.0,0.0009550514673344326,95.50514673344325,0.0,0.0,0.0,95.50514673344325
295,CNC,62.09,35999638075.0,0.0009531065956490335,95.31065956490335,2.0,124.18,0.0012415946402465033,-28.86934043509666
296,WBA,41.4,35765535224.0,0.0009469086174670446,94.69086174670446,2.0,82.8,0.0008278630714479825,11.89086174670446
297,SRE,123.8,35712616207.0,0.0009455075627110806,94.55075627110806,1.0,123.8,0.0012377952686625632,-29.24924372889194
298,EBAY,51.5,35500934295.0,0.0009399031889646982,93.99031889646983,2.0,103.0,0.001029829666173215,-9.00968110353017
299,CSGP,895.26,35289427615.0,0.000934303454564262,93.43034545642621,0.0,0.0,0.0,93.43034545642621
